Sentence,Sentiment
 @AbdullaMHQ Ah shi bro My life without you is nothing bro,postive
 @JayvijaySachan @airtelindia @Airtel_Presence @reliancejio @JioCare ka bhi yahi haal ha.mat port karwa bhai.network hi nahi aate iske bhi,neutral
 @Mini_lama_2 @maverickneha1 Hahaha isne mera dil churaya h,neutral
 Kis bewkuf ne tumhe Bulaya ?? Hadd karte media vale.gali ke kutte ki itni.okaad kab se hone lagi https//t.co/7Bujd5sqbi,postive
 @ashutosh83B Kapik sibal ji to London Gaye the Ye EVM ka malum Karne .... Kuch nahi hua isliye Congress chup hai kuc.https//t.co/6ViPiCKpFp,postive
 @AdizaKingdom22 @Prinku66621383 Ji jab apke jiju kabil bnege ????.Naamkarann.AvNeil.AdiZa https//t.co/8YJVxCGFvX,negative
 @muglikar_Life.Not good for Congress supporters Pathetic for Aam Admi Supporters Jagan's supporters are already.https//tco/9kx6xihcBG,postive
 @KTRTRS @KTRoffice Dear sir.have.very big heart .. Allah aap ko hameshaa Khush rakhe ..!!,neutral
 @SAMBIT_PATRAg @narendramodi @VimalDevMaan8 @PMBhutan byarat mata ki jay vande matram jay hind ki sena jay hind ja.https//t.co/9QAptG20Hp,neutral
 @BushraGohar @mjdawar @Aliwazirna50 Inko sirf talwe chatne hi aya hai shame on such beghairat people,postive
 @narendramodi Congratulations as PM of INDIA Kamlesh Dwivedi-Mumbai,neutral
 @IndiaToday @itsmunish @Ankit_Tyagi01 Phle aise channels Ko ban ke Dena chaye jo Aag me ghee dalne ka kaam kr rhe h,neutral
 Yeh mere ghar wale generator pae TV on Kyun nahi karne dete yrrrr,postive
 RT @moviesndtv China Box Office Sridevi's.MOM Is At #8 On List Of 100 Not Out Films https//tco/qyptG1sbpC https//tco/OsTmvFABwV,negative
 @RCP_Singh @nikhilmandalJDU Sabhi jaati ka khyal per musalmano ko phir thenga aur vote ki umeed musalmano se bhi.… https//t.co/0ErVoVqzqF,neutral
 @AlsObDesigns nein bin kein nerd bin grad feiern ojeee so besoffen oje,negative
 @jenwinget Happy Birthday my love you are my dream.love you so much Tum Hamesha khush raho bas yahi Dua Hai Kabh.https//tco/cexkdMNBbo,neutral
 Dear @ImranKhanPTI ?????? 105 run maar kar Poori team out Bc Modi ka itna Darr ki bat samhal nahi paa rahe Pakistan.https//t.co/70jJ2lga6R,negative
 @RiseofBurnol @Shehzad_Ind @RahulGandhi Jab tak congress .. Nehru family bankar rahega tabtak Desh congress ka namon.https//t.co/hTpqh6BT3R,postive
 @ZeeNewsHindi @vivekoberoi kab se celebrity ban gaya.Flop actor hai wo koi pehchanta bhi nahi,negative
 Who said ki jcb only khudai.kaam ati.yha dekho bhrayi bhi chal rahi.https//tco/cWtUqaOHvj,negative
 @Rachana_1101 @trivedia1234 @RastraPremi123 @chowkid87435826 @ShreyaYspeaks @kanhaiyakumar @PMOIndia 1).am Also.… https//t.co/Y8UOIWcgYG,neutral
 @Mbarliee01 @NkanyeziKubheka @ShoMadjozi @HME_SA @TheSAMAs @Sjava_atm @RealMshunqisi Good luck my brother on your.… https//t.co/LaIkjPQURg,neutral
 @Imam_Shayan @Arslan_Darkstar Maa **** di tabdili ki bc.Petrol.rs phr mehanga horha,neutral
 @Haqeeqat_TV.good news Allah pakistan.sab ghaddaron ka bura anjam kare Pak fauj ISI zinda bad,negative
 @Khaled__Qureshi Saggi bhehn ko nhi choro zaleel logo ne astagfirullah ????,negative
.PledgeAgainstCorruption Good morning Sohne pyare Satguru ji ?????????????????? Bless me pita ji ???? @Gurmeetramrahim ji,negative
 Desh ki badi badi mediya is such ko kyu Nahi dikhati Hm himmat Nahi Hm ya sab ne ankho per Patti band Rakhi Hm ya.https//t.co/dENy8wrG2w,negative
 @AmitShah congratulations amitji on your big victory.contribut to.Congress mukt Bharat,neutral
 @RubikaLiyaquat Media ka hindu muslim krna ha crime economy administration ki news dikhana .. politicians kaam kr rhe ye bjp ke.dlal ????????,neutral
 Mamata Di ?? JAI SHREE RAM ??. Kaisi hain aap.BHAALO.What's there in this which frustrates you.Or is it the frust.https//t.co/ruHiq1ztKH,neutral
 @Engineeersabir @Tinni83586952 @ArunSFan @Engineeersabir Nhi yha kissi ke salaah ki kissi ko zaroorat nhi hain doss.https//t.co/XGdZTbbrIv,neutral
 @MaryamNSharif Allah Pak is Ramadan ky alvidai Jumma my Mari dua hai.Nawaz/Zardari with family and all others jis.https//t.co/jk6930qBen,postive
 RT @radheesh2k Good thing is.Nesamani getting support from all now OPS joined with chinna amma to support.Nesamani.Pray_for_Neasaman …,negative
 @Piyu_Nair @PiyushGoyal Does not he meet PM Modi every day.Why explaining in writing.letter with.copy to media Modi ji tusi great ho,neutral
 RT @naveednadeem91 New Zealand World Cup jeet jaye almost utni hee khushi hogi jitni Pakistan.jeetne ki hogi.Have always had.high.…,negative
 @ppbajpai mere poore khan daan mere 500 workers and 29 staff members sabne modi ji ko vote diya,negative
 @TarekFatah @randurandhar Junglee hain saale junglee puri tarah kahin bhi rehne ke laayak nahi Agar koi Allah.https//tco/FWBeQ0DNI7,postive
 Koi butiful ki piche koi paisa ki piche koi ladki ki piche koi dusaron ki biwi ki piche koi dusaron ki pati ki.https//t.co/llQ2RCCmmm,neutral
 @DeepStateExpose fake video shared by bhadve of feku,neutral
 @sherryontopp or lagao gale bajwa ko .... tumhari to keh ke leli desh ki janta ne ... or haan rahul ji ko ghutno ke ba.https//t.co/VoYt3GoNWA,neutral
 Happy BDday @holland_tom.jope you have.great day ?????????? https//t.co/VEm5IVXWkc,postive
 @Pun_Starr @PresidentVerde She retained her job.Iss liye fake boli hogi.Report koi unko theek se padke sunaye to unko samajh me aaye .,negative
 @narendramodi Respected sir kya BJP.ek chhote sevak ki jholi mei aapk ashirwaad rupi phul nahi naseeb ho payega.https//tco/ruBUnEv1be,negative
 What could be worse example to insult people's clear mandate Rahul Gandhi compares BJP government to colonial rule https//t.co/CE5az0TOOn,neutral
 @narendrmodiAadrniyshri prdhan mntri shri narendr modi ji aapko or aapke samst sathiyo mantr mndal ko hardik shubh.https//t.co/509v3RJpgY,negative
 @Imanfarooqi1 Rona band Karo Iman ?? sarfraz.ly team support karty hai.?? dehkna hum jeety ga,negative
 RT @Christi15780330 @AmanthaP @tingilye What is the fast about BTW.All useless drama to distract people from the real issues.Where was.…,neutral
 @awasthis @abpnewshindi @abpnewstv Rahul Gandhi ko Chowkidar Chor hai Ka nara bhut bhari pad gya kuki wo khud bail.https//tco/yKahipYXZb,postive
 @niiravmodi @ANI Owaisi ke baap ka bhi nahi hai india .. uska pakistan hai wo waha jaye .. kisi ke bina kahe logo ko du.https//t.co/bMoZODVXW7,negative
 @GulzarBaig5 Tashadud ke sat malvi ka neeyat bi kharab horah tah bachey per,neutral
 @jyoti_saffron @BabitaS7621 Ishq sar chadh Kar Bolta hai.Good night,negative
 All my real doggs still kick it with me All my down hoes still tricking with me All the true gangstas know Nate ain't never love no hoooooo,postive
 @Kavita_Sharma4 @RubikaLiyaquat Bhajpa ki me dalal nhi bhakt hote hain dalal or chamche to khongress me bhare pade.https//t.co/B9PJjnWgKY,negative
 @manakgupta @NayakRagini @priyankac19.Saal Tak Ab Yahi Dekhna hai Mahngai Rozgaar GDP ki koi Baat Nahi karega Hin.https//t.co/BGeifePMIw,neutral
 @waglenikhil He is sick leave him Inka dimag kharab hai inke chakkar mei hum apna dimag kyu kharab kare,postive
 RT @Raju_Pr4 Happy birthday ?????? @richaanirudh Mam.May you always scatter smile and God always bless you.I have been watching you on on …,neutral
 @rishibagree @ncbn These mad psyco people will run government in India ?? ???????????? Sirf jute khane ke layak hai ye log,postive
 RT @keshaboinasri When he launched.Swachh Bharat Abhiyan.no one realized he meant this.??????.ModiSarkaar2.ModiCabinet2.UnionCabine …,neutral
 @DrSJaishankar namaskar sir mai sharwan sahu mera Bhai Saudi ke jail me3 sal se band.Is chinta se Uski wife ki.https//t.co/snvCPgafdT,neutral
 @siasatpk mayoos hony ki zrorat nahi world cup ka aik.match nahi jeety gi team humay kinya aur irland se boht mus.https//t.co/98FL89N2Jo,negative
 Hmare Yashshvi Desh Ke Pardhan Mantri Shri @narendramodi ji apko Sapth samorh Ki dher sari Subhkamnaye Mujh Jaisa.… https//t.co/Z3MzikGmMA,negative
 When you finally find an impressive song in Discover Weekly you get excited This is good news Bad news is the.… https//tco/lv5MBUUnVH,negative
 Haar jeet ek hissa hai jo bahaduri se laden sachhai ke lia bharat Mata ke lia wo haar ke bhi jitega wish.bett.https//t.co/bWiQUkms5m,postive
 @BhavikaKapoor5 Ab tere se economics ka lesson le humlog Lauri ki behan ?,postive
 @shekhar65117775 @TarekFatah Sale chutiye pakistanio ko kya chutia bnaya hai waha ke sena ne .. khud ke pilot ko.… https//t.co/ip3xw7T0RO,postive
 Aaj ka gyaan boys suno Galti se bhi.repeat galti se bhi ladki ko attitude ya ego mat dikhana.ki ... Tu nHi deg.https//t.co/hpmVaes3Aw,postive
 JAI SRI RAM Bhaiyo Congratulations Mister Andhra pradesh...JAGAN MOHAN REDDY ALL THE BEST @Totally Andhra Digital Andhra,negative
 Aapka charitra hum sabke lite adarsh nav Bharat ki or koti koti naman https//tco/zCOmAggZP0,postive
 @affresham Kea yr yh world cup khelny gaay hn,neutral
 Love you Mahi Sir World champion cricketer MS Dhoni Dhoni is best All Time My favourite cool https//t.co/F2u8UV46QY,postive
 @AmitShah @narendramodi Bjp ko agle chunaw me pta chlega public ko dhokha diya.bjp ne aise aadmi ko home minister.https//t.co/5gVfOIVMvd,negative
 @nirahua1 Dinesh bro we all true Indians and Modi supporters are with you .... aapne kaafi Accha Compt ... Diya and.… https//t.co/tnn7PmSflI,postive
 @RubikaLiyaquat @mlkhattar Behen video last year Ka hai of officias ke khilaf karvai BHI ho chili hai,postive
 RT @MirchiSayema Kuch gaan sirf gaane nahin hote ... Thank you Amitabh Bhattacharya for the song of my life.#NotJustSongs.rjsayema http …,neutral
 Agar Tumhare jaise chu.idea of India.sekoolarism Muslim vote na chillake economy pe campaign chalate feku wo.https//t.co/Pfsi82SICv,neutral
 RT @francisyuuuh this is what UK ARMYS to entertain their co-armys while waiting for the concert.they are so sweet.the song.ARMYONCE.…,postive
 Jai hind mahan purush Shree Narendra Modi ji ko Vijay hone ki Hardik subhkamnaye.Ye to sabit ho gya ki Jo desh.l.https//t.co/gmnf1lAV2J,neutral
 @VikasThakur42 @Oyye_Kamine @YamHainHam @urbanXpunjabi @Mizzling_Gaze @sinister_arushi @ambani_ki_jai @sleepoholic_hun @DammnGirll jayegi *,postive
 RT @Frustitute Modi Ji ... Is Prakash Javdekar better than Suresh Prabhu.@imeerage lagta hai account rakhana padega .. Modi ji se sa …,neutral
 @sb101007 Wow ?????? thank you Sana.love you too ???? but that first cap made my day chuna lagate Hain ????,postive
 @samanthabiolena @_ jbsylxx awwwie thank you sammieeee hehehe ??,negative
 @amjedmbt @aimim_national bure logo ko jhat se pehchan nahi hoti aur ache logo ko jarurat nahi jhat ya mazhab se.https//t.co/MoOfCrJcZK,neutral
 @_ Rashmi__jis jis ne include kiya hai sab galat hain bhai this is an all time wc xi how on earth can someone who.https//tco/TlMyaHvStX,neutral
 @myogiadityanath Perfect sir Ek sacha insaan hi ese bol sakta hai.am from Odisha Main apka ek bahat bada fan hoon,neutral
 @swamidipankar Bengal me ram Bhakt nhi but criminal gangs ke log violence kr rahe ha,neutral
 @SavairaKhan2 @ifrajaved14 @WaseemBadami @fahadmustafa26 @WaseemBadami bhai.bolne se mike kharab nahi hota.https//tco/EwQKLYIANy,neutral
 @ReallySwara hahahaha good morning ji .. vaise Hui to nhee hogi aapki morning good ... But yaar aap to dhaansu wali.https//t.co/3BhRqsJW6h,negative
 @ReallySwara Aur yeh log wohi hain jo diwali mein aake bolte hain ki phatake mat phodo masum janwar paresan ho rahe.https//t.co/ODsDRJiK6g,postive
 @Muhamma66450593 @PTIofficial Ab ye pp aur noon se poocho jo 35 sal se iqtadar main hain unhon ne tax net kun nahi.https//t.co/puCcju5Xx1,neutral
 RT @vratika1920 Re Tweet karo agar video bhi dekhna chahte ho https//tco/b8jfJ9Ciob,negative
 @aajtak Aab kan bane bali ka bakra .. Aur aage bhi banta rahe .. Baap ko chor bulvaye .. Purwajo ko bejaat karaye ....… https//t.co/FOobyc9FMW,negative
 @Dope_Soul_x No need janni ???? Tum mujhse jyada funny hai ??,postive
 RT @PestoChampion Gajar.ka.halwa.is.wonderful vegetarian Indian Dessert combination of nuts milk sugar khoya and ghee with grated.ca …,neutral
 @GitaSKapoor Best solution to end terrorism in kashmir 1. Sab terrorist ka marne ke baad hindu ritiriwaz se antya.… https//t.co/LyVkFAJKHv,neutral
 @Ishtiaq79410094 @sidraa_zafar @29NotJustNumber Pehle fact padh le chutiye tera pakistan hai kutte ki tarah map wal.https//t.co/jMLFfvBmIT,neutral
 RT @Nmillybb Her boobs are perfect wow.’.getting my boobs done.’ ve had enough https//t.co/8f4730yOvK,postive
 RT @Kaushal_shah191 @chitraaum aaye padhare hamare aagan me !!! Itni garmi me app itne logo.sath !!! Nice to see you in Ahmadabad …,neutral
 @ballisticleo @vigil_nte @DoctorrSays Tera byah almost fix ho gaya hai.Dur reh ab in chhokra log se.??,postive
 Nariender modi ji ki Jeet hui ha 350.P ki nhi Jo modi ka nam say vote magta ha sudhar jao 5sal ka time ha kuch.… https//tco/cQMp5SCrP8,postive
 @RajgorSid Jroori nahi ki iskq karke dukh hi mile .. Even love is very lovly feeling,postive
 Na lucknow da kurta Na pathani shalwar.Mard wo hai jo dil le warna lage bekar ??.Is bande ne to dil hi nahi ji.https//t.co/F2tWTWxy73,neutral
 @taran_adarsh Blockbuster.BharatThisEid Mazaa Aayenga I'm Super Excited ?? https//t.co/RiCohqIdhT,postive
 @KandyShefin @IndiaToday Aise hi ghatiya logo ki wajah se congress har rahibhai ... agar ye ghatiya log aisee hi bina.https//t.co/gquUS71XGZ,postive
 @Aaisha_kaumi Men are not for sale.... we're scarce,negative
 @ImranKhanPTI Ye darr achacha hai ... Apne saare forces ko high alert pe rakho BJP ke Jeet ki Khushi ka patake Paki.https//t.co/ohlvz5E5EE,negative
 @AmitShah @narendramodi Hamare pension Ka Kay Hoga jai kisan to ho Gaya jai Jawan kab Hoga.jai Jawan tavi Sahi Mai.https//t.co/mnabkc9G0z,neutral
 @LambaAlka mam aap janadesh ka apman kar rhi hai hindustan ji janta thago ko achhi tarah se pahchanti hai ho sa.https//t.co/6yf1H4sxbT,negative
 @pooja303singh @Sootradhar Log Bhauji ko sirf holi mai yaad karte hai election mai vote na de kaar harwa dete hai.Bad very bad .,postive
 @TheCuckoldGuy @SarwarMia2 No Problem yaar SEX mey Religion not important,postive
 @adnanrazakhan @crisspyguy @omgAjeebSi Nahi woh samjhtay houngay fail hokay ya chars kay chakar May deport hokay agaya hai ..,negative
 @SanjayAzadSln Abe karam jale supreme court.unhe clean chit de diya tu to sale congress ka kath putli hai,postive
 RT @_ Natkhat_Anki_My and only my ?? My teddy bear my panda my bundle of joy my tl's raunak my cutie cutie cutie pie.love everything abo …,neutral
 Eid mubarak 2019/eid mubarak whatsapp status new/eid ul fitr wishes ... https//t.co/zuvbnTtdD1 via @YouTube,neutral
 @tommorris32 Sabse chutia jaisa @SarfarazA_54 baitha.. Aisa lag rha.ki koi usse pakistan ka loan repay karne Bol rha..,neutral
 @theolanike People used to believe that this shi !!!! Makes foods sweeter ????? thank God for blender let me see hw my food won.t taste nice ??,postive
 @muglikar_Samajhdari ki madam ne.Waise exit poll.bad hi kisi ne chhoda nhi hoga.Results.bad to waat lag gyi hogi .,postive
 @imPakistaniLAD Ajkal ki scientific dunya mein bhi hamare andaze he khatam nahi hotay.abay get out of the past for once ??,negative
 @hamada_najar @tn50gen And there.s nothing OIC can do.It.s better the org dissolved as it has not served it.s purpose.Cannot bite at all .,postive
 @Manjula_Pooja Great job's Mashaallah se good going Sir modi ji zindabaad zindabaad,negative
 @aakashrathi82 @Ssumi69 Bha ab koi brahman Nahi shudra nahi kshatriya nahi vaishy Nahi sirf or sirf hindu hai ek.https//t.co/7I41qZur1P,negative
 @SyedMughees2 @TalatHussain12 @MaryamNSharif Fauj pr hath to dalo wo phir btaye gi apko.Fauj ki to badmashi hai is.https//tco/tJqMjbTQaY,negative
 @ShayarImran @pratapgarhi_fc bhai salam aap ki himmat ko ..... me aap ka bahut bra fan hu allah aap ko hum baccho ki.https//t.co/n9V8yYECEV,postive
 @Mah_noorMaqsood No he.s much worse.A very very bad batsman who can.t run doubles.Dekha hai uss ko Asia ke bahir.He looks scared,neutral
 @TimesNow @RShivshankar Idiot dalal and bhdwa ... Bc election se pehle tum jaise chutiye is que ko uthaya hota to baat hoti ...,neutral
 @myogiadityanath sir Bikebot taxi.cmd Sanjay bhati ko arrest kyon nhi karavrhe ho isne 10000crore Ka scam Kiya.… https//t.co/O1j4x2GJWz,neutral
 @KhawajaMAsif Kisi khoti.bache.km se kam Area ki renovation.lie bhi 80lakh ... Tussi saray.chor ho,neutral
 Jitne interested Indian hain hamare match mei utne tou ham bhi nahi hain.Like seriously.I don't even give.shit.https//t.co/zxlESJRtwD,postive
 @kamaalrkhan Back in the days when you used to be.Doodhwala ..,postive
 @Nutcutlal @DubravkaOh ache se padhai kar new chapter of your life <3,neutral
 @KhalidK46049061 @Xadeejournalist Hann bilkol Yeh bilawal ka paid hai likn hanare volunteers ka muqabla nhi kr sakte,postive
 Hey the mother of my future three little princess.inshallah.We all are missing.alot Please come back.can.https//tco/PeqcKyAdug,negative
 Good Night Allah Hafiz Allah sb ko apny amaan mai rakhy Pakistan zindabaad ?,neutral
 @anjanaomkashyap Asli me Janta khaskar nai pidhi jyada jagrook aur samajhdar ho chuki haiachhe kharab bure ka an.https//t.co/C1hN8pTVmX,negative
 @phata_dhol__my bad.cant be agree more we are way far safer within family marriages at least our parents/ancesto.https//t.co/NspHmVHczw,postive
 Pm modi ji kahte.ki alpsankhyako ko sath lekar chalna.pichli sarkaro ne alpsankhyako ko vote lene ke liye istem.https//t.co/koH9Bvbt3B,negative
 @AWGoraya Koi media confirm nahi kar raha par khabar gardesh kar raha he Kash etni jaldi na marey esi tarah onko.https//tco/CNOxtCKc76,neutral
 @Paytm Kyc update ka lafda hatega ya google pay or phone pay hi chalaye.jabrdasti me apni khud ki halat lharab kar rahe ho .,neutral
 @UsamaQureshy That's.Superb News ?? Brilliant ???????? Appreciated ???????????????? Khuda kry Amal bhi ho ????????????,neutral
 @ShayarImran Wo beef bhi khaaeye to koi aitraaz nahi ... Ab ye khaane pe bhi jallad bane baitho ho ??? Sharm kro shar.https//t.co/Cd6wY1pEz8,neutral
 @pallavityagi27 @MaarwariBoy Aisa Kuch nhi hai log iPhone se android switch kar rahe hai me bhi jaldi krungi ??????,postive
 @ExSecular Are inke sasural walo ne 70 saal me world class ke hospital banaye hai yahi ilaj karao na,neutral
 @AndelDadibo Hahaha di ko ka post ug sweet message nmo hahaha,neutral
 @LVerminous @ShirishKunder No Bhakt will accept he is aBhakt even if he is an AndhBhakt.They fancy themselves as Nationalists .,postive
 @ur_n1ghtmare @urbandictionary lagta hai office me electricity chli gyi hai iske ??????,postive
 @EDC_LasVegas really be getting us with those 10$ deposit huh.Alright say no more fam !! EDC2020 we.re coming for you !??,postive
 RT @ECheshu The killings this morning at mile 90 Bamenda.As reported the military opens fire indiscriminately in their quest to elimina …,neutral
 RT @blackwidowxiii ur my.......heaven on earth ],neutral
 RT @ArthurMNeryy.want all my friends to know that.love you pipol whatever happens mwa,negative
 RT @_ Ayeshayy @BlissfulBengali.Age 18.Height 5'6.Fav Song dil mein phool khil jay kuch is tarah the heart wants what it wants 4…,postive
 RT @i _____ anum APki Personality aur Avi ke hisab se APkoo kya hona chahiy Drop your name I'll tell.????.Doctor.Hafiz_e_Quran.M …,neutral
 @PrakashJavdekar Nautanki tum logo ne aur tumhari media ne 44 logo ko bhula diya jinke naam par vote manga desh tum.https//tco/qHnz9LLUin,postive
 @zainabsikander @RahulSinhaZee Hadd hai yaar.Hindus India main Jai Sree bhi nahi bol sakte.Musalmaan bahar aakar.https//t.co/57TZtXY2lI,postive
 @DeepsUnique3434 @sambitswaraj Sir aap bjp ke agle cm banege advance in congratulations sir ise bar aapne sbhi ka.… https//tco/i7t6oRRJ95,negative
 @BBCHindi Congress ka think tank Usko le duba Rahul ko galat salah di gayi BJP me achhe kamon ka virodh karna mahanga pada,postive
 @narendramodi Congratulations of manniya Modi.won ki very very subhkamnaye love you Prim minister G,negative
 @RashkEHina10 yeh PTM.Big Boss tha Don tha unka yahi unka financer tha Thanks God Ya Allah tera Laakh Laakh shukar .,postive
 @Mahende67015515 @myogiadityanath @MamataOfficial BJP it cell toh chaat ti rehti hai Dange karane.liye baithi hai bc,neutral
 RT @khanumarfa Link to the.We The People.debate on NDTV on Modi.s inclusion pitch Sabka Sath Sabka Vikas Sabka Vishwas Will Modi-2 …,neutral
 @DyolSingh @Malkhan56167299 @ShahidK12512 Nafrat.Gussa.or vishwas nhi.muslims pe @ShahidK12512 ap ko bura la.https//tco/mhL06HuIkE,postive
 @aimanalmas @AleemHaya My boondi broke It was all.mess Thank you for the tips ladies Our small little Soul SistersMCS group is awesome,neutral
 @TheSamirAbbas Ab hamari raksha to bhagvan hi kar sakta hai.ki jahan ka system.sarkar hi aaropiyon ko bacha rah.https//t.co/bR4OQR08fG,negative
 Reminder.Ab election khatam ho gaya At least ab to mera passport mujhe bhej do ?? @SushmaSwaraj @narendramodi.https//t.co/AbebpTOGCe,negative
 @kartik_vij1 @MznBoy @Gaurav65869760 @tv9gujarati @BeingDeoria desh ke bare me mat sochna,negative
 And.don't mind if you hate me.Cause baby if.were you.would probably hate me too ??,negative
 @being_yogesh93.tko cartoon lgti hun bc ??,postive
 @chandan644 @sardanarohit Are beta apne baap se puch ki aise kese hua tum chutiye ho hum nahi hame pata hai jeet ke.https//t.co/aG914Jmir8,neutral
 RT @UmerIsLazy Itna paisa Pakistan ke qoumi khazany me bhi ni hoga jitna paisa meri is post pr Eidi me maanga ja rha.?? https//t.co/isF …,neutral
 @tragicking_@msisodia @free_thinker Ko bhul gya tu.Samosia jaisa handsome nhi hai ye ... But taklu to hai ...,postive
 @udaypratapmp maanniy sansad ki sohagpur ki janta ki zaroorato ko dekhte hua apse jo maang ki gayi thi ki sohagpur.https//t.co/pAgSGAZmr7,neutral
 Yeh YAAD bhi bari gandi cheez hai ... Kabhi kesi cheez ko puri zindagi bulanai ki kosish kro wo bhoolti nahi Or Ka.https//t.co/gaAwGtH3L7,negative
 @Tejasvi_Surya Dear sir you are entered in cabinet modiji we wish best of luck,neutral
 @actor_Nikhil wish.happy birthday ?? nikhil annnaya https//t.co/RYqRfJTdbC,negative
 RT @zarafsha46 Dosti mausam nahi jo apni muddat poori kre or rukhsat ho jae Dosti sawan nahi toot.barse or tham jae Dosti aag nahi sul …,negative
 @ANI CHUNAAV PARINAMO NE DIKHA DIYA KI CHIT FUND GHOTALE.RAFEL.CHOR MAHAGATHBANDHAN WAALO KO CHOD.KOI NA.https//tco/re42oL8F9z,postive
 RT @SonyTV Sameer banne chala hero.Dekhiye.YehUnDinonKiBaatHai aaj raat 10 baje.SamainaInMumbai @ashisinghh @irandeeprai https//tco …,negative
 Lag ja galy.phr ye haseen event ho na ho.shyd phr is janam worldcup ho na ho.CricketWorldCup19 https//tco/yGzndbguaO,neutral
 @iamamirofficial Bandey.bachu ki tara wickets le yar kia kar re hu bc NAMAK HARAM AFGHANIY7 SE.HARWA DEYA,neutral
 RT @RandeepHooda Dear Sir @narendramodi ji ...great step .. also want to draw attention about uniformed staff in forest dept.India has high …,postive
 @pokershash @akashbanerjee Modi samarthak hai bhai => chowkidaar aur tum chowkidaar pe hi chori ka aarop laga rahe ho.https//t.co/HQZP3358ek,postive
 @AakankshaCharu @ppbajpai @ashutosh83B Well said Aakansha ye purana bargadh sirf aur sirf negative hi bolta..,postive
 @shoaib100mph Wait for sometime save your emotions till June 16.mauka-mauka is on the way.????????,negative
 Happy Birthday @AshVerma111 Sir ???? May this day bring you all the things that make you Smile ?? Sir return Gift ?? mei.https//tco/5jNmhjihLH,neutral
 So honest opinion Liverpool should win.I hope they win.I think Spurs would have been better bringing Kane off th.https//t.co/CoW2MOaPNX,negative
 @billy_ope My meme partner.Happy birthday.G Age with Grace !! Here is.gift for your birthday !! ?? https//tco/X8lUvzAmCu,postive
 @MajorPoonia @kanhaiyakumar @Shehla_Rashid @jigneshmevani80 @RahulGandhi @Mayawati Abhi ye kutte logo ka muhu band kyun ?,negative
 @rssurjewala Kabhi Pappu kabhi Pappu ki ma juka juka suje mu Wala ki gardhan bhi suj gaye ..... log ko tao pehal.https//t.co/gDBOpF5g0Y,postive
 @NirmalaTiwari13 @ndtv Ha isliye pappu jita wayanad se piddi ?????? Bohot literacy he udhar Kerala mein ISIS se qual.https//t.co/yDoXTRso7P,neutral
 @UmarFar494 @BzYhdMZ7yDJ2GiI @__ Sadia @MaryamNSharif Aqal na ho to moja.moja or patwri hazrat ka aqal or soch se door tak koi wasta nahi .,postive
 @aajtak @sardanarohit Mandir agar nhi bani to bjp ko hinduo 300 par se sidha 000per aajayenge agle chunav me,neutral
 RT @ItsAlia ___.I first saw her as Kumud in Saraswatichandra.liked her that time also but Bepannaah made me fall in love with her ?? @jen …,negative
 @MaryamNSharif Is ko kehtay hain apni khaal bachana Qabal is ke ye visible ho ye invisible banna chahta hay Ye pr.https//tco/ghwxLKHyug,neutral
 SIR AJAYDEVGN'KI TAKSHAK MOVIE KA YEH SONG MUJHE EK ALAG HI DUNIYA MAIN WHAT.SONG.KHAMOSHRAAT ?????? @ajaydevgn https//t.co/ZzRF51pxjf,neutral
 @ashutosh83B @BJP4India @narendramodi @naqvimukhtar @ShahnawazBJP @shahid_siddiqui @INCIndia @SudhirBhardwaj.https//tco/ZoElIibt4t,neutral
 @jitupatwari Tumhari yahi samasya.pahle bhi nahi sudhre abhi bhi wahi harkat .... are desh ke logo ne vote diyaa.… https//t.co/vRfZc92Juw,postive
 @rishicoup @abbycorfan @amadigital @McrMuseum The.shabash.totally got me.true Punjabi style my mum will like that ???? thank you Rishi x,negative
 Warm up match to theek thaak chal ra hai.AFGvPAK,postive
 @BeingSalmanKhan salman sir ji.Deepak kapoor rohtak sir ji maine ek film ki kahani likhi hai jo aapko bhot pasand.https//t.co/staJS2kpQo,neutral
 RT @c1draa Nai naw aese goals ni hony chahie wrna bnda sari umar inhi chezun ko pany me lga rehta or enjoy ni kr pata ???? https//tco/tq …,neutral
 RT @Che_SinebyCos Aur ye kutta.rupaye ka Chihuahua hai Saali breed hi madarjaat hai,neutral
 @Tejasvi_Surya Congratulations Sabka Saath.Sabka Vikas.Sabka Visvash.Trust )= Victorious Bharat.India.https//t.co/yda4RqEOXE,postive
 @RubikaLiyaquat Rubika you.the best aur yahi hai aaj ka master stroke ????,negative
 Don't marry your best friend Qki tum dono ne ek dusre ko bigada.Or fr dono mill kr apne baccho ko.bigad doge,postive
 Shaadiyon mein chaat toh bahut khaaya hoga par kabhi Dahi Gujiya Chaat khaaya hai.Dekhiye @mchefajaychopra ko ban.https//tco/2UYJshU9vN,negative
 Day 201.@iamsrk sirjee thanks for your tweet on 143rd day ... Raju is very hopeful that he will meet you for sure ....#RajuMeetsShahrukh,postive
 @MaryamNSharif Tw kch ziyada apny randi pan pr nh utar ai.bhnchod tw tera baap teri puri nasal Pakistan ka maal.… https//t.co/HOLzcaxkKh,postive
 This is.wonderful idea in making this World.better place to live It.s time to take the Proud Bharatiya Shapath.https//tco/hqqINt6AX7,negative
 @DeepakY80389427 @JaiShreeRam90 Anpad ganwar ho Kya Google pe you tube pe sari ayashiyo ki Gandhi ki kahaniys hai.… https//t.co/OvQGVjA0lR,neutral
