Sentence,Sentiment
Salman bhai jan main apka wait kar rahi ho reply,neutral
loveeeeeee uuuuuuu yaar thak gai tum hi reply,positive
Bhai kuch Hindu ko kush hogaye ap ne fans ko bahut naraz kiya,neutral
Sir meri ek hi ichha h apse milna,neutral
Salman bhaijaan. .Mere bade bhai..mujhe aapse Accha Koi nhi lagta. ..m Aapko apna bada bhai maanta hu...,positive
Bollywood big super star bajrangi bhaijaan salman khan,positive
Bajrangbali ka saath Bajrangi ke pas ?rkho viswas ?puri hogi aap ki har aas???????!,neutral
Hum bajrangbali ke bhakt h mr jayenge magar jhoot nahi bolengei miss you broi like you bro,positive
salman ji aap bahut ache hero ho aur aap k har film dekhne me bahut ache lagte ho aur bhagwan se duwa karta hu ki aap k bhajrangi bhaijan india k liy sabse bada film hoga aap k liy i miss you salman ji                        ,positive
apki aane wali film bajrangi bhaijan suuuuuupppppppeeeeeeerrrrrrrrrr hit ho,positive
hum bajrangbli ke bhact h mar jayenge par jhoot ni bolenge,positive
Salam malikkum bhai jaan,positive
Bohat achi ha ap thek hai ramazan k se gura ha,positive
mere bare me itna mat socho me dil me aata hu smjh me nhi,neutral
salman sir plzzzz sir madat kro sir mai 4saal se aapka number dhoond raha hu sir plzz madat kro mere parivar ko aapki jarurat hai salman sir plzzzz sir....yeh mera no...hai .. .7355458113,neutral
Sallu miya wonder ful,positive
Hamesha Bhai bola par tu Bhai bolne k layak nhi,negative
bb will be huge blockbuster. aap jiyo hajaro saal.,positive
aur galti tumhari nahi hai pyar koi karta nahi ho jata hai tumhe hua hi nahi mai isliye milne ke liye gidgidate rahti hun tumhe koi phark nahi padta,neutral
Bhai ..kab bajen ge 3.30,neutral
Brillient jeee i m muslim from pakistan janab pakistan buri jagah nae jo ap yahan a nae skty ........m bula nae rae bta rae hun ana howa to most welcome mery colg m b aiya gaaaa,positive
Salman khan chahe tera dad musalman hai chahe teri mom hindu hai chahe tu barti hai chahe tu koibi kisi bi chokath ka kuta kuta kuta hai hai hai salman khan tune allah ke name ko istara behudmi nahi karni chahie thi ........,negative
chaahe 2 karik bajrangi baijan padgya sab bari,neutral
I love you meri jan aap sah bohot piyar karty hoo,positive
film me apki pose mast hai bacho ke sath me exclusive pose bhai jaan,positive
hi sir kesey hai aap n aap ki famliy i hope aap n aap ki famliy sab theek hon gey god blees u n best of luck for ur film bajrangi bhaijan super hit film this year .......,positive
Nice salu bhai,positive
Sallman to bhout sir pakru chinal ka hai,neutral
yaha sab mental hai.. ok lage raho yaro,neutral
Bahuth dinonke badu aap ka face me khusi deku rahahu.,neutral
Sabse kimti cheej mili pahchan kafi hai,neutral
kutta to kutta hi hota hai tu salman nahi tu 1 dalal hai,negative
kya bhai aapka ye movie bahubali record tod paey,neutral
kya bhai aapka ye movie bahubali record tod paeyga,neutral
yadi apse milana he to kya krna hoga,neutral
Bajrangi bhaijaan is awsome,positive
Assalamualaikum salman sir,neutral
phle to timing 3:30pm thi,neutral
bt apne 3:30 kaha tha :(,neutral
Bhai plzzzz jldi a jao,neutral
Kkia hha wifi ni hai,neutral
salman aapne 3:30 bola tha,neutral
Adha ghantaa badh gya,neutral
nahi baat karni hai toh abhi k abhi! nahi toh phir bajrangi bhaijaan ka trailer dekhne me busy hu :),neutral
Sallu bhai kisi ko rply nhi krte or humlog bewkufo k jese sallu bhai sallu bhai kiya krte h,negative
salaam sir kaise ho sir plz inbox per message karo,neutral
ok come in....lekin kese salman bhai...majak nhi kar rahe,positive
3:30 ka time tha,neutral
bhaijaan jaldi aao fb par waiting 4 U,neutral
Ek bar Salman bhai n commitment krdi to fir wo kisi ki nhi sunte ..Sir y to galat baat h Kl s wait krhe h,neutral
Bhai esa mat karo,neutral
helo bAi kesahe up,neutral
Bhai bhai bhai bhai.......love u bhai.....,positive
Kahte h ki salman bhai kabi juth nahi bolte,neutral
bhai....... 4 nhi baje ra.......3:30 ma he kr lo na.....,neutral
sir hamare ider 11;30 am ho gaye jub aap aao gaye mein baat nai kar saku gi plz mera messages per abi baat karo chote kp nursery se laana hoga mujhe mein london mein rehti hu plz sir reply de dou,neutral
Jaise apki marji,neutral
Kya baat krni hai msg kr dena.. #Salmankhan,neutral
Pls 4 pm se zyada late mat krna Salman Khan,neutral
Omg aur 30 minuts..,neutral
Bhar do jholi meri,neutral
Aap katrina se shaadi kyun nahi kar lete...? Sallu miya,neutral
AAH Salman aaj 4 bje khana benana he kel ka time rekhlo dear subha 11 ka aaj nai posible plz try to understand,neutral
bhai Salman Khan meri class h 4 bje apne 3 kaha tha phle :(,neutral
apne bola tha 3:30 n now 4pm :'(,neutral
dekhte hai bawa,neutral
Kha bt krenge,neutral
inbox ma bat karo sallu,neutral
bhai 3:30 tha time to,neutral
bhai commitment kiye ho k 3.30pm aaoge to ab q bhai majaak kr rhe ho,neutral
Sir Middel Class ki iteni postion kaha ki aap ke saath bat kar sake wo..driect... Salman Khan Sir.,neutral
Bajrangi bhaijaan mein koi aisa scene jo yadgaar ho????,neutral
Array pic toh change kar do Yeh 3:30 wali,neutral
tik hai bhai jaisa aap bolo,neutral
In logo pr itna tym kha jo hmse bt kre,neutral
bhai jhut mat bol salman kha mere paas bethe he yaha delhi me ullu,neutral
Abhi kiu nahi salman,neutral
Zadardast plz jald e yeh time guzry,neutral
ok.bhai mere pass bahot sare questions hai...,neutral
dear friend....... ek kaam karte hain ........ 4 baje hi baat karte hain,neutral
Ok ..chahe jb ap bolo,neutral
Hame to 17 ki whit hai,neutral
Sallu bhai meri bhoot fan,neutral
Really kahi mai koi khwab to nhi dekh rhi dear salman :p,neutral
Salman khan sir 3.30 tha na,neutral
Salman bhai plzzz Pakistan ap zrur ay bht acha swagat ho ga ap ka plzzzzz bhaiiii,positive
Hiiii sallu bhai.. .kaise h..bhaijaan...apne to kamal kr diya bollywood industry mei. .,positive
Per hum kaisy aap sai bat kar sakty hain plz tell me plzzz?z?zzzzzzz?zz,neutral
Luvvv u luvvv u luvvv u,positive
Salman bhai still waiting 3:30 baj gaye hai,neutral
I cant wait plze cmon mve fast bhaijaan,neutral
raat k 12 bje b kr lenge ...ap aao to sahi,neutral
Asslamalaikum salaman bhai,neutral
Aap ki baat hum sab ke sath:-) ;-) :-D,neutral
hy sir kese ho aap ?,neutral
sir aap Lucknow kab aarahe ho,neutral
Ye kya bat hue sir abhi bat kro plz,neutral
assalamwaelkum bhia jaan hm v h ap k chahane wale,positive
Ek baar commitment kardi 4:00pm phir kisiki nhi sunnte :),neutral
Luv u bhai jaan,positive
Tm ho koun? Asaduddin owaisi sahab ne tmhri aukat dikha di.. abhi b tmko samjh nhi aaya,negative
Kya Salman bhai...mene job se 6uti lekar aaya apse baat krne ko ab aap 4 baje milege..,neutral
kya bhai sb kaam nipta kr aya tha ap se bt krne 3:30 ko or ab ap 4 pm.. chlo koi nhi ab 4 bjne ka wait krte h :-),neutral
Kamal karte ho bajrangi bhaiya itna intzar ;-),neutral
Bhai apse ek sawal aapne aaj tk apki ek bhi movie me apka real name kyu nii rakhe,neutral
Hum to 2 vje se w8 main hai,neutral
kamal karte ho salman Ji,neutral
I'm so excited salman bhai,neutral
#aaj #sabhi #superhits film.dekhane chale #bbthiseid #superdupar film,neutral
bhai sidhi baat kewal mere saath,neutral
aap ye btaie ki aap lucknow kyu nhi ate hai,neutral
Abhi kro na bajrngi bhaijan. .,neutral
# 4 baje ge aaaj party abhi baki.wow,neutral
bhaijaan kaha ho,neutral
oo bhikari.....kya bola tha tu muje muslaman ki zarurat ni nai abe sale tere jaiso ki musalmano ko zarurt nai hai,negative
Mohammad Anish bhai owasi always wroung yaar aur muslman aur hindu both ek hi hai sab Ramjaan mai Ram aata hai diwali mai Ali,positive
wali qum Haslam....bhai ....! ramJaan Mubarak......! bajrangi bhaiJan....!,neutral
Help me bhai plzz help me,neutral
bas aapko milne ki khwaish hai Inshallah agar zindagi rahi to Allah wo bhi puri krdega Inshallah...,neutral
aap ke whtasup no. de do uspe bat karengai.....,neutral
Apse life m ek bar mulakat ho jaytoo life m aana safal ho jaygaa,neutral
Aik Confusion dur krna bt kr k agr hu sake tw..,neutral
Ok bhai mai aap se bat karunga bahut important bat hai,neutral
Kaha kaisy? M karna chati ho aapsy bohot sara baat,neutral
aj ki paty bhai ki tarafse,neutral
Baba ham to lagta he bs intzar ki krte reh jayenge,neutral
main aap ka bohut bade fan hu aap to sab ka help karta hai mera bhi 1 help kardena bhai plz bhai mujhse baat karna i miss u bhai,neutral
Apko pta nhi hh m apko kitna psn krte hu,neutral
Bhai pe plz koi rong cmnt na kare,neutral
ek din m apne ganv se cycle chalake milne aa raha tha aapse. Abhi m Julwania mein hoon sir .,neutral
bhai kaam se fariq ho jau to bta dena pahle aap,neutral
Agr time mile to mujhse bhi bat kar kena...,neutral
Salman ji apka favorite gAna konsa hai bajrangi bhaijan film ka?????,neutral
abe kutte tere se kon baat karega,negative
Sallu jaan  jumma mubarak,neutral
Kya bat kare aap se bhai sahb aap ne to apna wajod hi badal dia Fir bhi thanks for massage,positive
Ab sabr kab tak kare intezaar ki bhi hadd ho gyi,neutral
ahhhhhh mujhe milna hai tumse pls sona ek bar mil lete hai na mujhe tumhe aise apne samne dekhna hai tumse bat karna hai :-( :-( :-( :'(,neutral
Bhai aapke baare mein koi kuch bhi kahe hame kuch farak nahi padta aap hamare bhai ho allah aap ki movie ko super kare jumma mubarak bhai khuda hafiz,positive
Saloo bhai plz pak ajao m india nhi aa sakhta :D,neutral
man ki bat ya dill ki bat......?,neutral
Jarut karenge awashya karenge ....aapke fan jo hai..,neutral
jaldi aao na yr salluuuuuuu hum log apka kabse wai wait kr rahe h,neutral
Mile jab the hum tum yaad hai yaa bhul gye,neutral
tic toc ..tic toc...yaar ye time kyu nahi ja raha..,neutral
sir kase pata chalega aap online ho aap se baat kase karunga,neutral
7 600th like :),neutral
Kbhi kbhi mere dil me tum bhi aate ho,neutral
Ap se Sirf ek swal krunga bhi jaan,neutral
kya bhai aaj ki shaam salman bhai ke fans ke naam,neutral
kya 3:30 bola tha,neutral
Hiiiii kya yeh dream hai?,neutral
aaja sham hone aayi,neutral
App ke Intjar mein..luv u bhai,positive
Koi kitana bhi virodh kare hum movie Dekhenge...because hame pata hai ki salman sir sab dharmo ko manate hai support karte hai aur koi galat kam nahi kar sakte...love u salman sir,positive
Aapse baat hogi .dil nhi manta.,neutral
Bhaijan i'm big fan of ur.bhaija m aapko follow krta hu or aapk jaise acha work krne ki kosis krta hu.,positive
Salman bhai aapne roza rakha he ke nahi? Ramza ka,neutral
pm toh ho gaya abhi taak...........! :(,neutral
Aslam alekum jumma Mubarak ho sallu Darling...,neutral
Hai bhai jaanapp hi ho humlogo ja bajrangi bhaijaan,neutral
bhai jaan jai bajrangbali apki movie jarur blockbuster hogi,positive
sir I love u sir wait Karenge Ganapati baba ki jai bajarangibhai Jan ki jai,positive
Bhai apki film ka whatsapp pr kuch mesg a rhe hai kya ye meg sahi hai,neutral
Bhai pata nhi apku ye msg mile ya na mile par Kuch dino se apka dimag kharab hogaya h lagta ap ab do nao me sawaar hone ki koshish karrahe h behter yahi hoga k shahrukh  aamir k jese ek imaan pe raho Allah hafiz,neutral
Sb bolte h mai apka bht bda fan hun lkn apki fan nhn apki ac hun plz jzt 1responce like cmnt kch v ek br mra naam h bol do bs wai kaafi h,neutral
i wish meri ye wish puri ho jaye....,neutral
Bhai jaan salam lekum aapke pass time hai,neutral
OK main aap ki intzar karugi Bas aap sache Salman khan hai Toh Itna jarur batana aap kaisa hai.....:) aapko dekhne ko Dil chahta hai ???,neutral
Mai 2 year phle mumbai aaya tha bhut kosis ki but aap ko Dekh na saka,neutral
Kaise ho aap papa sorry hum sogaye the abhi uthe h thodi der kardi na hum ne but koi baat nahi abhi baat karte hum dono haa.,neutral
Agar aap mere comments ka reply krenge to me isi se samjh jauga ke mere comments ke reply me Aapne pure Pakistan ko apna pyar salam or dua dedi,neutral
Ap ko pakistan si kch behja tha pata nhe ap ko mila ha ya nhe,neutral
Meri ma apko bhot yaad karti he bhai,positive
aisa sahi me hoga kya,neutral
Bhai aapko sabke comment mile honge par mai ye aapse kahna chahta hu ki aap eid par mere ghar aaao or sewainya kha lo or ek bahut jaruri baat aapko batana h mujhe aapke reply ka wait rahega,neutral
3:30 p kyon nhu,neutral
bhai apko jumma mubarak or mai phele nahi jata apki movie dekhne ab jaunga kyuki ap fb pr bate karoge humse,neutral
Mery chanda jaldi kr.,neutral
Time math chage karo bhai,neutral
Ihet salman tum is bar floap ho ha ha hamare city me nahi chalegi,negative
Ye bhavu aapan bolu,neutral
Kamal kartey hoo.Jab bhai ayenge tou awaaz tou hougi hii.waiting for the Wright time.,neutral
you are great Bhaijaan......love u bhai love u bhai love u bhailove u bhai love u bhai love u bhai love u bhai love u bhai -V E R Y MUCH....,positive
Allah aapko khush rakhe or aap yun hi Blockbuster Films dete rahen or logo ko Entertain krte rahen Ham sab ki naik khwaishat or duaen aapke saaath hain...,positive
Plzzz ya zaror bata do bs yahi k ap ko jo ma snd karti hun apko milta ha ya nhe plzzz ya bata do,neutral
Kaise muge bhi apse baat krni h ...,neutral
bhai just ek baar hi bol do,neutral
Oh ho kab bajega 4pm,neutral
Bhai aap kha baat krogge,neutral
to baj Gaye,neutral
mnt aur wait krlo frnd,neutral
Bhut pyar krte hai hum aapse...bs aur kuch nhi..,neutral
tu musalman nhi to name bi chng krle apna santi lal rakhle,neutral
sir plz mujhe app apna bodygurd banalo plz sir,neutral
kya aap human being ko hmesha support kroge ???,neutral
Han sallu bhai...ye abhijeet ke 2lagao....bakwas pel ra tha usdin....kese dost bna rkhe ha jo apse mel.ni.khate....u r a philanthropist and he is misanthropist,neutral
Oh..ho sacchi... #salman_sir bhale aap baat kare ya na kare bas 1 baar #chhattishgadiya_sable_badiya bol de.... I_love_u... Ek aap bas acche lgte mujhe..,positive
tu galat baat hai,neutral
Aap log Salman Khan sir k liye kya KAR sakte ho,neutral
ap hi sach boldo ye sab photo wagaire sahi hai ki nhi,neutral
M sorry bhai 4pm me mjhe thoda kam h rat ko diner pe bat karte h,neutral
Salman Khan se live baat .... mujhy lg raha hai ky khuwab hi hai mera itnay bary star ......or hmsy baat wah.....,neutral
Bhaijaaaannnnn ab tuuuuu aajjjaa,neutral
reaally kia ye hosaktha hai Salman Khan,neutral
Sach ka samna .roza he ke nahi ye batao?,neutral
Bhai tumse muje ek baar milna hai lve u bhai jaan,positive
kaha pe baat kroge Bhai ye toh bata do,neutral
Bhai aapse baat karne ko kitna wait kiya hai pls....bhai pls talk to me I need ur help...pls main aapse ek baar baat karna chahti hun pls talk to me...bhai pps help me pls,neutral
aaj ki party #Bhai ki taraf se.,neutral
sabhi bandra aao mere ghar par sabse milunga main,neutral
Bht bht taklifda kam ha,neutral
salman bhai ...... i lovee uuu tumharee liyeee jan bvi dee dengeee,positive
hello Kya main mr. salman khan se baat kar sakta hoon??,neutral
bar bar time mat badal na .barna lg apko vul jange,neutral
oh salman bhai,neutral
Help me hlp me plzz bhai,neutral
Bahi main ne ap sy boht zarori bat karni hai @BeingSalmanKhan,neutral
Bhai ne ek barr commitment kar di to wo fir kisiki nahi sunte,neutral
o really  maja ayega  kab 4 baje ga,neutral
abe chirkut logo thoda hawa to aane do itna bheed lga k rkha h chalo baccha log sb shanti se baith jao koi shor nhi machayega bhai aap ek ek krke sb se milo,neutral
baje meri college mein class hai bhai jaaan :(,neutral
itna intazaar :O :(,neutral
Lv u bhai mere salman bhai,positive
Ek time mein sb sy kaisy krain gy baat,neutral
Bhai jaldi karo na,neutral
Kon kareaga rea terea sath bt tujhsea acha dog sea bt kr lu,neutral
Bhai fahara khan ko me hu na ki khani ki jrurat he or vo mere pas he,neutral
Swagat nahi karoge humahra..???,neutral
Ami tomar sathe kotha bolte chai Bhaijaan.,neutral
Muje aap bhout aache lagkte hai bachpan se dekti aa rai hu or marte dam tak dekungi i am a big fan. . . . 4rm nepal,positive
Ek baat bta deta hu aap sabko.... Plz ijjat se baat krna SB log,neutral
Bhaijaan I'm eagerly waiting,neutral
salman sir plz reply..my cmnt my dream wil cm true.. plz reply with my name,neutral
Bhai aap ke liye kitna bhi wait krna pade karenge,neutral
Bhai jan jldi jkdi,neutral
bhai hame bhi naraj na kariyo,neutral
3.30 ka bola tha yar pelwan aapne,neutral
hii bhaijaan...ab intjaar ni ho rha h...apse baat karni h,neutral
Intezar kab tak hum karenge bhla,neutral
baj gye haiiiiiii,neutral
salman bhai mai aapka bahut bada fan hu aapke sath filmo me kam karna chahte hai,neutral
bhai aap se bat kab hogi,neutral
Bhai firki to nahi le rahe ho 4 baje mat kehna 4:30 baje please,neutral
okk bhai jaan,neutral
salman bhai shadi kab karoge?,neutral
kaha hai aap bhai#salman.....#juma mubarak ho......,neutral
abe tm log jyada chapad chapd kroge to bhai jaan chale jyenge bola n sb chup chap bhaitho ekdm shanti shanti shanti aankh bnd kr k no type any commnt sirf bhai ka dhyan lgao,neutral
salman sir plz 5:00 pm kar dou plz 4:00 pm mein nai baat kar saku gi aapse plz sir plz,neutral
Neha sapne aCHCHE H MAGR YAD RAHE SAPNE SUCH NI HOTEY,neutral
Arey yrr jaldi kro wait kr kr ke dimag ka dahi ho gya,neutral
hum bajrang bali k bhakt h Mar jayenge lekin jhut nahi bolenge..,neutral
4bje to m gf ke sath ghumne jaunga ..m baat ni kr paunga,neutral
aapko late aane ki aadat hai me janta hun... 4baje bhi sayad start nahi hoga...,neutral
Hiii salman bhai me aapka bohot bada fan hu aap mujhse bhi baat karenge kya plz,neutral
hahaha...feeling osmmmm,neutral
Sallu bhaijaan ko salam,neutral
Jai ho bhai.,neutral
toe hogaya na sir....,neutral
send naaa plZzzz,neutral
mints ...... lub u bhai jaan....... :*,neutral
Muje call karo bhai jan,neutral
aaj ki party fb pe salman bhaijaan ki tarf se,neutral
pleaseeee cevap dena bhai,neutral
ME AAPKA BHOT BHOT BHOT Bd fan hun,neutral
kab kitna karaoge..wait,neutral
Keh do tumhe ya chup rahu,neutral
mins left......waiting bhai......,neutral
awoo kare baat salman ke sath`-?,neutral
abe tm log nhi manoge tikhi mirchi wala nasta kraunga sb ko tbhi theek hoge.....tb salman salman nhi pani pani chillana smjhe,neutral
ILove u salman sir plz hum se chat karo,neutral
mnt or,neutral
subki aan subki shaan hai apna bhaijaan,neutral
bhaijaan kaha ho???,neutral
Yeh 7 min toh khatam hi nhi hote. Aap kaha ho jaldi aa jao.,neutral
3:53 now,neutral
bhai tho meeting nahi cancel kartha agar committment de deha,neutral
Bhai 4 bje page par hi bt kroge inbox me bt krni hai mjhe to bt bht personal hai,neutral
miniute ago .....waiting indias super star salman khan,neutral
min bhai,neutral
Aray bahi aao ooo na .......??,neutral
kha ho aap shona cant wait...... :-),neutral
mnt or,neutral
hiii ab to 4 baj gye,neutral
hum apni new movie bajrangi bhaijaan ki dil se dou krte hai ki vo is sal ki kuvh shandar movies me samil ho bhaijaan,neutral
Hlo sir hm sb aapka wait kr rhe h,neutral
plzz slaman jrur aana onlin or plzz jrur baat krna apne fans se plzzz..plzzzz...,neutral
assalam walekum bhaijaan,neutral
3min bs bhaiii,neutral
Help me bhai plzz help.me,neutral
sachi salman hm to din se wait me hai ki apse baat kar pay,neutral
Bhai 5 mint rhegaye,neutral
ajao vaai party karte hai tm or hum fans lok,neutral
5mnt left....yhoooooooo....salllluuuu,neutral
SUNO SAB CHUP JO JAO BHAI AANE BALA HAI,neutral
Plz salman sir,neutral
Bhai 4 mint,neutral
AJee sunte ho.......ab aaaaa bhi jaooooooooooooooo :),neutral
Bhar do jholi meri salman bhai,neutral
bhai sahab aayenge,neutral
Sallu aj m bt kiay bgair nh jany wala,neutral
howz it possibleee.. and ksee bhai jan,neutral
Bhai kia karne arahe ho,neutral
Bhai ko mera salam,neutral
ok ap chahe 5pm pe aana par online hona,neutral
Ekbar meri dream koh sach kardona bhaii,neutral
friend yahan internet bahat slow ..... hai./..... sorry,neutral
sab se bada my hun salman khan ka deewana,neutral
kya aap bengali language bol sakte ho?,neutral
hey bajrangbali bas aaj ek reply mil jaye..,neutral
Sir mai sab me se eak alag salg fan hu .Maine suna apka apharan huwa,neutral
sallu bhai plz ab toh a o jani,neutral
Bhai plz plz jaldi aao,neutral
Hi salman bhai i am sameer thandi hawa ka jhokha...,neutral
Bhai jaan ... plz ek bar mera name typ kr k hiii bol do plzzzzz bhai?,neutral
Aaj meri admission thi. But bed nahi mila. Isliye admission ho nahi payi. Isliye main yaha chali ayi. :) :) :),neutral
bhai aa jao,neutral
Sallu agia fb pe,neutral
3.58.... ohhh cant wait :),neutral
Salman ji  aap ko haleem pasand hai?,neutral
Muj ko ap sab ke dowa chahiye fans,neutral
bhai jaan kidhar ho aap,neutral
My heart is beating for u...hr ek pl ke liye hum aur hamari family aapke liye dua krti h...duniya kuch bhi khe hme kbhi koi fark nhi padhta....aap aur aapki family hamesha khush rhe aise hum log dua krte h..,neutral
Bhai 2 minute,neutral
Bhai sabko reply kaise karoge,neutral
aa jao na....plzzz,neutral
Hiiii.am ur big fan.i wnt ur photograph wid ur autograph.mera qustn apse h ki apki khubsurti ka raj kya h,neutral
Baat khtm krni hai ya khani suru soch lo :v,neutral
suru kar do yaar,neutral
sir 2 mints left,neutral
pm bje krenge direct bt mere saat,neutral
Hiii sallu bhai i m ur biggggest fan..........kya aap bataege ki aapne acting konse acting skool me sikhi.....plsss bhai tell me,neutral
bhai hm log wait kar rae h,neutral
Sir life me ek baar apko milna he aapko milna he,neutral
Aap ko letter b likhy hain shayd ap tk puhnch jaye....,neutral
meri dua aapke sath he,positive
kaha ho....aap salman,neutral
Bhai aap mahan ho,positive
Intzar....... ho gye mere salmaan.... sir ki aae na kuch khabr sir ji aapki........,neutral
Advance eid mubarak salman bhai,neutral
Bhai 4 baj gaya bhai kaha ho bhai? Please reply karo na bhai,neutral
bj gye bhai.... aa jao ab,neutral
bhai 4 to bj gaye kaha ho aap assalamu aly kum namste sastrikal adab,neutral
aaj ki party bhaijaan ki tarf se fb par,neutral
bhai apke is blockbuster movie bajrangi bhaijaan ke bare me kuch gadhe na jane kya kya bakbas kr rahe hai aur ahmedabad me to movie ki release pr ban lagane ke liye appeal bhi ki hai ap kya kahoge bhai,neutral
vai may Bangladesh se hu. may chatahu app ek bar ki lia Bangladesh me jorrur aenge,neutral
ok sallu 2mint letest,neutral
Are kaise pata chalega ke online ho,neutral
Sir jodhpur se hu bs wait kruga apka airport pe fir se milna kuch dena bhi j,neutral
plz tell me bhau salu miya ji,neutral
Sbka nhi maloom meri hr dua aapke liye h,positive
salamin alaykum salman khan jumma bubarakho how are you,neutral
bjne hi wali hai,neutral
Salman bhai ap vadio chat kro gy,neutral
Bas ek mnt hai,neutral
hiiii how r u ..aap ye btaye ki aap lucknow kyu nhi ate hai n agar ayeto mjhe plzzz inform kare..plzz,neutral
Kya baat kiya be shashi,neutral
bas 1 min aur,neutral
mujhe kaise pata chega ki aap aa gaye hai,neutral
slman plzz m apse milna chahti hu....apko ek bar dekhna chahti hu..m apki bot bdi fan hu dil se...reaallyy i like u..i like ur natur..,neutral
bahi 4 baj gaye praty abhi baki hai,neutral
min bhaai,neutral
sirf ek Selfie lene hai aap ke sath,neutral
lambi line hai aapke chahnewalo ki.unme hum shyad apko dikhe bhi na :(,neutral
Aa jao bhaijaan,neutral
BHAI AAO AB,neutral
Aap bhi bohot handsome lag rahe the aur baachhi bhi bohot cute thi. Charming song. Mazza aa gayi thi. :) :) :),neutral
Helo salman.sir,neutral
bajrangi bhaijaan 1st day 1st show jaumga main,positive
bhai kha ho,neutral
Kaha reh gye,neutral
kaise ho bhaijan???? eagerly waiting for 17th,neutral
Aa gaya bhai,neutral
Bhai 4 bajgaye yr.... Ek baar plz,neutral
baj gaye par baat abhi baaki h,neutral
haa bhai pls come in vrns,neutral
plz aayeye sir jhuth bole to smjh lena aap ek meri jitni achi fan gwa doge aap sir,neutral
Sal me kam se kum 3 movie kiya kro salman bhai,neutral
hlw salman sir.,neutral
Ase baat karoge aap comments pr??,neutral
Vai mai dur se baaat kar raha hu :'(,neutral
salman mughe aapki ek bat sabse acchi lgi,positive
baat kaise hogi itne sare log to baat krna chahte hai,neutral
please help me mein fb page par chat kese karu salman bhai ke sath??,neutral
Bhai kese hum ap se bat karsakeing.. Salman Khan,neutral
Assalaam o alaikum bhai,neutral
baj gaye ana abhi bhi baki h?,neutral
Apna bhai sallu bhai d everlasting men :-),positive
baj gai leken sallu abhi anna bake hai,neutral
Bhai jaldi ao,neutral
it's 4'o clock,neutral
Salmaaannnn pls baat karo,neutral
Bhai plz aao jaldi,neutral
bhai ap boht ache hn Allah ap khush rkhe,positive
1min jyada hogya bhai aao na,neutral
Salman bhai jai ho. Blessings to bajrangi bhaijann. ....,neutral
pm ho gye bhai,neutral
baj chuke h bhaaijaaan,neutral
ok ab mai ja rhi hu byee....jhuth bolw kauwa kaatw kaale kauwe sw aap dariyo salmaan sir,neutral
baj gaye bhaijan bhaijan ji :-* <3,neutral
bjh gaye sir,neutral
bj gye 4ab aja mere yar,neutral
bhj gye lekin salman bhai kider hai,neutral
Kidar ho bhai,neutral
salman 4 bja gye,neutral
Bhai kidr ry ly tu.,neutral
Aap apni selfie le k prfl pic pe set karo kyuki salman khan name k kafi I'd h,neutral
Jaldi ajaw bhai Namaz mey jana hey,neutral
hello bhai ji,neutral
Bhai aa bhi jao ab time ho gya,neutral
dekho 4 baj gaye phir bhi aana tera baki hai.,neutral
baj gae jhute,neutral
4pm ho gye,neutral
kaha hooo vai? ajao or intezar nehi hota,neutral
baj gaye lekin party abhi baki h...,neutral
Plz rply sir,neutral
Kaha ho bhai?,neutral
bje gae lekin bhaijan ka abhi ana baaki h,neutral
Bewkoof bana rha hai koi .Salman itna free nhi hai. Jo chat krne baithey. Fake account hai yeh,neutral
Bhaijaan kaha he aap?,neutral
Plss suno na,neutral
sir 4 baj gaye aao na plz,neutral
Bhai mein apka buhat bra fan hon pakistan sindh karachii,neutral
india me to 4 baj gye agar aap London betha h to pta nhi,neutral
Bhai life mera sirf ek hiii khawb hai... Apke. Sath ek selfieee bhai,positive
Hello salman bhai...,neutral
bhai dhakka na den,neutral
Kamaal karte ho pandey ji whr r u,neutral
bhai bt nhii krne thii too mna kr dtee mere phn ki bttry bhi low hooo gyee... :(,neutral
bhaiiiiiii kaha ho????,neutral
sar aap chaho to yek bar hum she bat kare,neutral
sare logo se ke hogi bat,neutral
baj gye hai lekin...Bhai abhi tak aaye nhi,neutral
Bhai ne fool bna diya sabko hahahhah,neutral
Hlp me bhai plzz help me,neutral
nai ata kamina salman khan sabko pagal banara lolz,neutral
BAJ GYA CHAR,neutral
Hiii salman I form mardin we are love you bolly fans Turkey love you love you come in turkey come in Istanbul muahhh??? you we salman bhaiiiii I love you muah ????? you are films likeeee? my favorite films chori chori chupke chupke ??,neutral
Yr salu bhai jaldi idhr pk m loadshafing hojaegi :D,neutral
bhai kha hai aap,neutral
avi aap ajaona plz,neutral
Bhai n nend a Rahi hai bhut Tez ki,neutral
Kab aaoge aap,neutral
bhai kha ho?,neutral
Bhai.post plz,neutral
Bajrang bali ki jai,positive
Salman ji wakai aap h ki koi fraud bnata h humlogo ko 4 bj gae h,negative
bhai 4 baj gaye kahan ho aap,neutral
Salman bhai aap humse kaise baat karonge bhai,neutral
Bhaijaan mamo ya na mano main apka sabe bara fan.. Apke lia sachme jaan vi hazir hai.,neutral
bhaiyya pls baat kijiyega dil mat todiyega,neutral
baj gaye lekin party abhi baki hai,neutral
It's 4pm sir,neutral
kya bhaijaan frank kar rahe ho jaldi aao,neutral
Salman Bhai.....Mri Bf mjhse jada apko pyar karti h...or islie mjhe usse bht pyar h kyunki wo mjhse jada apko pyar karti h,positive
